"time
References : ['Idut.i','Vdut','I1.i']
Dependency : [time]
Num. Points : [507]
Matrix Size : scalar
Type : Real","Idut.i
References : []
Dependency : [time]
Num. Points : [507]
Matrix Size : scalar
Type : Real","Vdut
References : []
Dependency : [time]
Num. Points : [507]
Matrix Size : scalar
Type : Real","I1.i
References : []
Dependency : [time]
Num. Points : [507]
Matrix Size : scalar
Type : Real"
1.043 nsec,1.985  A,774.7 mV,1.888  A
1.044 nsec,1.985  A,773.8 mV,1.884  A
1.045 nsec,1.985  A,772.8 mV,1.878  A
1.045 nsec,1.985  A,771.5 mV,1.873  A
1.046 nsec,1.985  A,770.2 mV,1.865  A
1.047 nsec,1.985  A,768.6 mV,1.857  A
1.048 nsec,1.985  A,766.8 mV,1.843  A
1.050 nsec,1.985  A,764.6 mV,1.827  A
1.053 nsec,1.985  A,762.1 mV,1.799  A
1.057 nsec,1.985  A,758.9 mV,1.751  A
1.065 nsec,1.985  A,754.7 mV,1.641  A
1.080 nsec,1.985  A,748.9 mV,1.408  A
1.081 nsec,1.985  A,748.2 mV,1.381  A
1.084 nsec,1.985  A,746.1 mV,1.298  A
1.085 nsec,1.985  A,745.7 mV,1.281  A
1.086 nsec,1.985  A,744.5 mV,1.234  A
1.092 nsec,1.985  A,741.9 mV,1.131  A
1.092 nsec,1.985  A,741.6 mV,1.119  A
1.095 nsec,1.985  A,740.9 mV,1.090  A
1.102 nsec,1.985  A,739.6 mV,1.036  A
1.118 nsec,1.985  A,738.7 mV,987.4 mA
1.144 nsec,1.985  A,738.4 mV,965.3 mA
1.168 nsec,1.985  A,738.3 mV,960.5 mA
1.202 nsec,1.985  A,738.4 mV,958.5 mA
1.251 nsec,1.985  A,738.4 mV,958.0 mA
1.307 nsec,1.985  A,738.5 mV,958.4 mA
1.355 nsec,1.985  A,738.6 mV,959.0 mA
1.401 nsec,1.985  A,738.6 mV,959.6 mA
1.455 nsec,1.985  A,738.7 mV,960.4 mA
1.526 nsec,1.985  A,738.7 mV,961.4 mA
1.618 nsec,1.985  A,738.8 mV,962.5 mA
1.735 nsec,1.985  A,738.9 mV,963.8 mA
1.888 nsec,1.985  A,738.9 mV,965.3 mA
2.103 nsec,1.985  A,739.0 mV,967.4 mA
2.438 nsec,1.985  A,739.2 mV,970.7 mA
3.058 nsec,1.985  A,739.4 mV,976.4 mA
3.552 nsec,1.985  A,739.6 mV,979.8 mA
3.904 nsec,1.985  A,739.6 mV,981.2 mA
4.247 nsec,1.985  A,739.6 mV,980.7 mA
4.583 nsec,1.985  A,739.5 mV,978.1 mA
4.969 nsec,1.985  A,739.3 mV,973.1 mA
5.483 nsec,1.985  A,739.1 mV,965.9 mA
6.483 nsec,1.985  A,738.7 mV,957.3 mA
7.483 nsec,1.985  A,738.7 mV,954.8 mA
8.483 nsec,1.985  A,738.6 mV,954.2 mA
9.483 nsec,1.985  A,738.6 mV,954.0 mA
10.48 nsec,1.985  A,738.6 mV,954.0 mA
11.48 nsec,1.985  A,738.6 mV,953.7 mA
12.29 nsec,1.985  A,738.6 mV,952.1 mA
12.97 nsec,1.985  A,738.2 mV,941.9 mA
13.00 nsec,1.985  A,738.1 mV,940.5 mA
13.07 nsec,1.985  A,738.0 mV,937.4 mA
13.27 nsec,1.985  A,737.4 mV,919.5 mA
13.46 nsec,1.985  A,735.1 mV,850.5 mA
13.47 nsec,1.985  A,734.7 mV,840.5 mA
13.50 nsec,1.985  A,733.8 mV,811.6 mA
13.58 nsec,1.985  A,728.6 mV,658.4 mA
13.65 nsec,1.986  A,724.3 mV,557.4 mA
13.65 nsec,1.986  A,724.0 mV,552.5 mA
13.67 nsec,1.986  A,723.5 mV,542.2 mA
13.71 nsec,1.986  A,722.5 mV,522.8 mA
13.71 nsec,1.986  A,722.4 mV,521.6 mA
13.73 nsec,1.986  A,722.2 mV,518.0 mA
13.76 nsec,1.986  A,721.7 mV,507.4 mA
13.77 nsec,1.986  A,721.6 mV,506.2 mA
13.78 nsec,1.986  A,721.4 mV,502.9 mA
13.82 nsec,1.986  A,721.0 mV,495.8 mA
13.91 nsec,1.986  A,720.7 mV,489.9 mA
14.04 nsec,1.986  A,720.6 mV,487.9 mA
14.23 nsec,1.986  A,720.6 mV,487.9 mA
14.48 nsec,1.986  A,720.6 mV,488.5 mA
14.81 nsec,1.986  A,720.7 mV,489.5 mA
15.30 nsec,1.986  A,720.7 mV,490.9 mA
16.11 nsec,1.986  A,720.8 mV,492.7 mA
16.52 nsec,1.986  A,720.9 mV,493.1 mA
16.95 nsec,1.986  A,720.8 mV,492.7 mA
17.34 nsec,1.986  A,720.8 mV,491.4 mA
17.78 nsec,1.986  A,720.6 mV,489.0 mA
18.37 nsec,1.986  A,720.5 mV,485.8 mA
19.37 nsec,1.986  A,720.3 mV,482.5 mA
20.37 nsec,1.986  A,720.2 mV,481.4 mA
21.37 nsec,1.986  A,720.2 mV,481.1 mA
22.37 nsec,1.986  A,720.2 mV,481.0 mA
23.37 nsec,1.986  A,720.2 mV,481.0 mA
24.37 nsec,1.986  A,720.2 mV,481.0 mA
25.37 nsec,1.986  A,720.2 mV,481.0 mA
26.37 nsec,1.986  A,720.2 mV,480.7 mA
27.18 nsec,1.986  A,720.1 mV,479.8 mA
27.91 nsec,1.986  A,719.9 mV,475.6 mA
27.96 nsec,1.986  A,719.9 mV,475.1 mA
28.04 nsec,1.986  A,719.8 mV,473.9 mA
28.28 nsec,1.986  A,719.5 mV,467.4 mA
28.53 nsec,1.986  A,718.4 mV,447.2 mA
28.55 nsec,1.986  A,718.2 mV,444.6 mA
28.59 nsec,1.986  A,717.8 mV,437.1 mA
28.70 nsec,1.986  A,715.6 mV,400.4 mA
28.81 nsec,1.986  A,713.0 mV,362.2 mA
28.82 nsec,1.986  A,712.9 mV,359.8 mA
28.85 nsec,1.986  A,712.4 mV,354.4 mA
28.92 nsec,1.986  A,711.6 mV,344.2 mA
29.03 nsec,1.986  A,711.1 mV,338.6 mA
29.04 nsec,1.986  A,711.1 mV,338.5 mA
29.06 nsec,1.986  A,711.1 mV,338.2 mA
29.15 nsec,1.986  A,711.0 mV,336.9 mA
29.16 nsec,1.986  A,711.0 mV,336.7 mA
29.19 nsec,1.986  A,710.9 mV,336.0 mA
29.28 nsec,1.986  A,710.7 mV,333.1 mA
29.29 nsec,1.986  A,710.7 mV,332.6 mA
29.34 nsec,1.986  A,710.6 mV,331.4 mA
29.46 nsec,1.986  A,710.4 mV,329.0 mA
29.81 nsec,1.986  A,710.2 mV,327.5 mA
30.21 nsec,1.986  A,710.3 mV,327.6 mA
30.77 nsec,1.986  A,710.3 mV,328.1 mA
31.53 nsec,1.986  A,710.4 mV,328.9 mA
31.95 nsec,1.986  A,710.4 mV,329.1 mA
32.38 nsec,1.986  A,710.4 mV,328.7 mA
32.80 nsec,1.986  A,710.3 mV,327.9 mA
33.28 nsec,1.986  A,710.2 mV,326.5 mA
33.93 nsec,1.986  A,710.0 mV,324.5 mA
34.93 nsec,1.986  A,709.9 mV,322.8 mA
35.93 nsec,1.986  A,709.8 mV,322.2 mA
36.93 nsec,1.986  A,709.8 mV,322.0 mA
37.93 nsec,1.986  A,709.8 mV,322.0 mA
38.93 nsec,1.986  A,709.8 mV,322.0 mA
39.93 nsec,1.986  A,709.8 mV,322.0 mA
40.93 nsec,1.986  A,709.8 mV,322.0 mA
41.93 nsec,1.986  A,709.8 mV,322.0 mA
42.93 nsec,1.986  A,709.8 mV,321.9 mA
43.83 nsec,1.986  A,709.8 mV,321.6 mA
44.66 nsec,1.986  A,709.7 mV,320.7 mA
45.43 nsec,1.986  A,709.4 mV,316.5 mA
45.48 nsec,1.986  A,709.3 mV,316.0 mA
45.57 nsec,1.986  A,709.2 mV,314.8 mA
45.84 nsec,1.986  A,708.6 mV,307.5 mA
46.09 nsec,1.986  A,707.0 mV,287.9 mA
46.35 nsec,1.986  A,704.5 mV,261.0 mA
46.37 nsec,1.986  A,704.3 mV,259.8 mA
46.41 nsec,1.986  A,704.1 mV,257.4 mA
46.53 nsec,1.986  A,703.6 mV,253.6 mA
46.72 nsec,1.986  A,703.5 mV,252.4 mA
47.00 nsec,1.986  A,703.4 mV,251.7 mA
47.02 nsec,1.986  A,703.4 mV,251.5 mA
47.09 nsec,1.986  A,703.3 mV,250.9 mA
47.30 nsec,1.986  A,703.1 mV,248.7 mA
47.33 nsec,1.986  A,703.1 mV,248.4 mA
47.43 nsec,1.986  A,703.0 mV,247.7 mA
47.72 nsec,1.986  A,702.9 mV,246.7 mA
48.39 nsec,1.986  A,702.9 mV,246.5 mA
49.20 nsec,1.986  A,702.9 mV,246.9 mA
49.64 nsec,1.986  A,702.9 mV,247.0 mA
50.10 nsec,1.986  A,702.9 mV,246.8 mA
50.53 nsec,1.986  A,702.8 mV,246.2 mA
51.04 nsec,1.986  A,702.7 mV,245.2 mA
51.72 nsec,1.986  A,702.6 mV,243.9 mA
52.72 nsec,1.986  A,702.5 mV,242.8 mA
53.72 nsec,1.986  A,702.4 mV,242.4 mA
54.72 nsec,1.986  A,702.4 mV,242.2 mA
55.72 nsec,1.986  A,702.4 mV,242.2 mA
56.72 nsec,1.986  A,702.4 mV,242.2 mA
57.72 nsec,1.986  A,702.4 mV,242.2 mA
58.72 nsec,1.986  A,702.4 mV,242.2 mA
59.72 nsec,1.986  A,702.4 mV,242.2 mA
60.72 nsec,1.986  A,702.4 mV,242.2 mA
61.72 nsec,1.986  A,702.4 mV,242.1 mA
62.71 nsec,1.986  A,702.4 mV,242.0 mA
63.63 nsec,1.986  A,702.4 mV,241.6 mA
64.52 nsec,1.986  A,702.2 mV,240.4 mA
65.37 nsec,1.986  A,701.5 mV,233.3 mA
65.41 nsec,1.986  A,701.3 mV,232.3 mA
65.50 nsec,1.986  A,701.1 mV,230.0 mA
65.76 nsec,1.986  A,699.8 mV,218.4 mA
65.98 nsec,1.986  A,698.5 mV,207.4 mA
66.00 nsec,1.986  A,698.4 mV,206.8 mA
66.05 nsec,1.986  A,698.2 mV,205.3 mA
66.20 nsec,1.986  A,697.8 mV,202.7 mA
66.42 nsec,1.986  A,697.6 mV,201.6 mA
66.77 nsec,1.986  A,697.6 mV,201.5 mA
67.24 nsec,1.986  A,697.5 mV,200.6 mA
67.28 nsec,1.986  A,697.5 mV,200.4 mA
67.40 nsec,1.986  A,697.4 mV,199.8 mA
67.76 nsec,1.986  A,697.2 mV,198.2 mA
67.81 nsec,1.986  A,697.2 mV,198.1 mA
67.96 nsec,1.986  A,697.1 mV,197.9 mA
68.40 nsec,1.986  A,697.1 mV,197.6 mA
69.28 nsec,1.986  A,697.1 mV,197.7 mA
69.80 nsec,1.986  A,697.1 mV,197.7 mA
70.34 nsec,1.986  A,697.1 mV,197.3 mA
70.86 nsec,1.986  A,697.0 mV,196.7 mA
71.51 nsec,1.986  A,696.9 mV,195.7 mA
72.51 nsec,1.986  A,696.7 mV,194.8 mA
73.51 nsec,1.986  A,696.7 mV,194.4 mA
74.51 nsec,1.986  A,696.7 mV,194.2 mA
75.51 nsec,1.986  A,696.7 mV,194.2 mA
76.51 nsec,1.986  A,696.7 mV,194.2 mA
77.51 nsec,1.986  A,696.7 mV,194.1 mA
78.51 nsec,1.986  A,696.7 mV,194.1 mA
79.51 nsec,1.986  A,696.7 mV,194.1 mA
80.51 nsec,1.986  A,696.7 mV,194.1 mA
81.51 nsec,1.986  A,696.7 mV,194.1 mA
82.51 nsec,1.986  A,696.6 mV,194.1 mA
83.51 nsec,1.986  A,696.6 mV,194.1 mA
84.51 nsec,1.986  A,696.6 mV,194.0 mA
84.57 nsec,1.986  A,696.6 mV,194.0 mA
84.71 nsec,1.986  A,696.6 mV,194.0 mA
85.13 nsec,1.986  A,696.6 mV,193.8 mA
85.16 nsec,1.986  A,696.6 mV,193.8 mA
85.20 nsec,1.986  A,696.6 mV,193.8 mA
85.20 nsec,1.986  A,696.6 mV,193.8 mA
85.22 nsec,1.986  A,696.6 mV,193.8 mA
85.27 nsec,1.986  A,696.6 mV,193.8 mA
85.28 nsec,1.986  A,696.6 mV,193.8 mA
85.29 nsec,1.986  A,696.6 mV,193.8 mA
85.30 nsec,1.986  A,696.6 mV,193.8 mA
85.31 nsec,1.986  A,696.6 mV,193.6 mA
85.31 nsec,1.986  A,696.6 mV,193.6 mA
85.31 nsec,1.986  A,696.6 mV,193.4 mA
85.31 nsec,1.986  A,696.6 mV,193.3 mA
85.31 nsec,1.986  A,696.5 mV,193.2 mA
85.32 nsec,1.986  A,696.5 mV,193.1 mA
85.34 nsec,1.986  A,696.5 mV,193.1 mA
85.36 nsec,1.986  A,696.5 mV,193.1 mA
85.39 nsec,1.986  A,696.5 mV,193.0 mA
85.50 nsec,1.986  A,696.5 mV,192.9 mA
85.83 nsec,1.986  A,696.4 mV,192.0 mA
85.89 nsec,1.986  A,696.3 mV,191.8 mA
86.07 nsec,1.986  A,696.2 mV,190.8 mA
86.62 nsec,1.986  A,693.2 mV,169.1 mA
86.65 nsec,1.986  A,692.8 mV,166.9 mA
86.76 nsec,1.986  A,692.4 mV,164.6 mA
86.78 nsec,1.986  A,692.4 mV,164.6 mA
86.84 nsec,1.986  A,692.4 mV,165.0 mA
87.02 nsec,1.986  A,692.5 mV,165.5 mA
87.42 nsec,1.986  A,692.5 mV,165.4 mA
87.90 nsec,1.986  A,692.5 mV,165.5 mA
88.85 nsec,1.986  A,692.5 mV,165.5 mA
89.85 nsec,1.986  A,692.5 mV,165.5 mA
90.85 nsec,1.986  A,692.5 mV,165.5 mA
91.85 nsec,1.986  A,692.5 mV,165.5 mA
92.85 nsec,1.986  A,692.5 mV,165.5 mA
93.85 nsec,1.986  A,692.5 mV,165.5 mA
94.85 nsec,1.986  A,692.5 mV,165.5 mA
95.85 nsec,1.986  A,692.5 mV,165.5 mA
96.85 nsec,1.986  A,692.5 mV,165.5 mA
97.85 nsec,1.986  A,692.5 mV,165.5 mA
98.85 nsec,1.986  A,692.5 mV,165.5 mA
99.85 nsec,1.986  A,692.5 mV,165.5 mA
100.9 nsec,1.986  A,692.5 mV,165.5 mA
101.9 nsec,1.986  A,692.5 mV,165.5 mA
102.9 nsec,1.986  A,692.5 mV,165.5 mA
103.9 nsec,1.986  A,692.5 mV,165.5 mA
104.9 nsec,1.986  A,692.5 mV,165.5 mA
105.9 nsec,1.986  A,692.5 mV,165.5 mA
106.9 nsec,1.986  A,692.5 mV,165.5 mA
107.9 nsec,1.986  A,692.5 mV,165.5 mA
108.9 nsec,1.986  A,692.5 mV,165.5 mA
109.9 nsec,1.986  A,692.5 mV,165.5 mA
110.9 nsec,1.986  A,692.5 mV,165.5 mA
111.9 nsec,1.986  A,692.5 mV,165.5 mA
112.9 nsec,1.986  A,692.5 mV,165.5 mA
113.9 nsec,1.986  A,692.5 mV,165.5 mA
114.9 nsec,1.986  A,692.5 mV,165.5 mA
115.9 nsec,1.986  A,692.5 mV,165.5 mA
116.9 nsec,1.986  A,692.5 mV,165.5 mA
117.9 nsec,1.986  A,692.5 mV,165.5 mA
118.9 nsec,1.986  A,692.5 mV,165.5 mA
119.9 nsec,1.986  A,692.5 mV,165.5 mA
120.9 nsec,1.986  A,692.5 mV,165.5 mA
121.9 nsec,1.986  A,692.5 mV,165.5 mA
122.9 nsec,1.986  A,692.5 mV,165.5 mA
123.9 nsec,1.986  A,692.5 mV,165.5 mA
124.9 nsec,1.986  A,692.5 mV,165.5 mA
125.9 nsec,1.986  A,692.5 mV,165.5 mA
126.9 nsec,1.986  A,692.5 mV,165.5 mA
127.9 nsec,1.986  A,692.5 mV,165.5 mA
128.9 nsec,1.986  A,692.5 mV,165.5 mA
129.9 nsec,1.986  A,692.5 mV,165.5 mA
130.9 nsec,1.986  A,692.5 mV,165.5 mA
131.9 nsec,1.986  A,692.5 mV,165.5 mA
132.9 nsec,1.986  A,692.5 mV,165.5 mA
133.9 nsec,1.986  A,692.5 mV,165.5 mA
134.9 nsec,1.986  A,692.5 mV,165.5 mA
135.9 nsec,1.986  A,692.5 mV,165.5 mA
136.9 nsec,1.986  A,692.5 mV,165.5 mA
137.9 nsec,1.986  A,692.5 mV,165.5 mA
138.9 nsec,1.986  A,692.5 mV,165.5 mA
139.9 nsec,1.986  A,692.5 mV,165.5 mA
140.9 nsec,1.986  A,692.5 mV,165.5 mA
141.9 nsec,1.986  A,692.5 mV,165.5 mA
142.9 nsec,1.986  A,692.5 mV,165.5 mA
143.9 nsec,1.986  A,692.5 mV,165.5 mA
144.9 nsec,1.986  A,692.5 mV,165.5 mA
145.9 nsec,1.986  A,692.5 mV,165.5 mA
146.9 nsec,1.986  A,692.5 mV,165.5 mA
147.9 nsec,1.986  A,692.5 mV,165.5 mA
148.9 nsec,1.986  A,692.5 mV,165.5 mA
149.9 nsec,1.986  A,692.5 mV,165.5 mA
150.9 nsec,1.986  A,692.5 mV,165.5 mA
151.9 nsec,1.986  A,692.5 mV,165.5 mA
152.9 nsec,1.986  A,692.5 mV,165.5 mA
153.9 nsec,1.986  A,692.5 mV,165.5 mA
154.9 nsec,1.986  A,692.5 mV,165.5 mA
155.9 nsec,1.986  A,692.5 mV,165.5 mA
156.9 nsec,1.986  A,692.5 mV,165.5 mA
157.9 nsec,1.986  A,692.5 mV,165.5 mA
158.9 nsec,1.986  A,692.5 mV,165.5 mA
159.9 nsec,1.986  A,692.5 mV,165.5 mA
160.9 nsec,1.986  A,692.5 mV,165.5 mA
161.9 nsec,1.986  A,692.5 mV,165.5 mA
162.9 nsec,1.986  A,692.5 mV,165.5 mA
163.9 nsec,1.986  A,692.5 mV,165.5 mA
164.9 nsec,1.986  A,692.5 mV,165.5 mA
165.9 nsec,1.986  A,692.5 mV,165.5 mA
166.9 nsec,1.986  A,692.5 mV,165.5 mA
167.9 nsec,1.986  A,692.5 mV,165.5 mA
168.9 nsec,1.986  A,692.5 mV,165.5 mA
169.9 nsec,1.986  A,692.5 mV,165.5 mA
170.9 nsec,1.986  A,692.5 mV,165.5 mA
171.9 nsec,1.986  A,692.5 mV,165.5 mA
172.9 nsec,1.986  A,692.5 mV,165.5 mA
173.9 nsec,1.986  A,692.5 mV,165.5 mA
174.9 nsec,1.986  A,692.5 mV,165.5 mA
175.9 nsec,1.986  A,692.5 mV,165.5 mA
176.9 nsec,1.986  A,692.5 mV,165.5 mA
177.9 nsec,1.986  A,692.5 mV,165.5 mA
178.9 nsec,1.986  A,692.5 mV,165.5 mA
179.9 nsec,1.986  A,692.5 mV,165.5 mA
180.9 nsec,1.986  A,692.5 mV,165.5 mA
181.9 nsec,1.986  A,692.5 mV,165.5 mA
182.9 nsec,1.986  A,692.5 mV,165.5 mA
183.9 nsec,1.986  A,692.5 mV,165.5 mA
184.9 nsec,1.986  A,692.5 mV,165.5 mA
185.9 nsec,1.986  A,692.5 mV,165.5 mA
186.9 nsec,1.986  A,692.5 mV,165.5 mA
187.9 nsec,1.986  A,692.5 mV,165.5 mA
188.9 nsec,1.986  A,692.5 mV,165.5 mA
189.9 nsec,1.986  A,692.5 mV,165.5 mA
190.9 nsec,1.986  A,692.5 mV,165.5 mA
191.9 nsec,1.986  A,692.5 mV,165.5 mA
192.9 nsec,1.986  A,692.5 mV,165.5 mA
193.9 nsec,1.986  A,692.5 mV,165.5 mA
194.9 nsec,1.986  A,692.5 mV,165.5 mA
195.9 nsec,1.986  A,692.5 mV,165.5 mA
196.9 nsec,1.986  A,692.5 mV,165.5 mA
197.9 nsec,1.986  A,692.5 mV,165.5 mA
198.9 nsec,1.986  A,692.5 mV,165.5 mA
199.9 nsec,1.986  A,692.5 mV,165.5 mA
200.9 nsec,1.986  A,692.5 mV,165.5 mA
201.9 nsec,1.986  A,692.5 mV,165.5 mA
202.9 nsec,1.986  A,692.5 mV,165.5 mA
203.9 nsec,1.986  A,692.5 mV,165.5 mA
204.9 nsec,1.986  A,692.5 mV,165.5 mA
205.9 nsec,1.986  A,692.5 mV,165.5 mA
206.9 nsec,1.986  A,692.5 mV,165.5 mA
207.9 nsec,1.986  A,692.5 mV,165.5 mA
208.9 nsec,1.986  A,692.5 mV,165.5 mA
209.9 nsec,1.986  A,692.5 mV,165.5 mA
210.9 nsec,1.986  A,692.5 mV,165.5 mA
211.9 nsec,1.986  A,692.5 mV,165.5 mA
212.9 nsec,1.986  A,692.5 mV,165.5 mA
213.9 nsec,1.986  A,692.5 mV,165.5 mA
214.9 nsec,1.986  A,692.5 mV,165.5 mA
215.9 nsec,1.986  A,692.5 mV,165.5 mA
216.9 nsec,1.986  A,692.5 mV,165.5 mA
217.9 nsec,1.986  A,692.5 mV,165.5 mA
218.9 nsec,1.986  A,692.5 mV,165.5 mA
219.9 nsec,1.986  A,692.5 mV,165.5 mA
220.9 nsec,1.986  A,692.5 mV,165.5 mA
221.9 nsec,1.986  A,692.5 mV,165.5 mA
222.9 nsec,1.986  A,692.5 mV,165.5 mA
223.9 nsec,1.986  A,692.5 mV,165.5 mA
224.9 nsec,1.986  A,692.5 mV,165.5 mA
225.9 nsec,1.986  A,692.5 mV,165.5 mA
226.9 nsec,1.986  A,692.5 mV,165.5 mA
227.9 nsec,1.986  A,692.5 mV,165.5 mA
228.9 nsec,1.986  A,692.5 mV,165.5 mA
229.9 nsec,1.986  A,692.5 mV,165.5 mA
230.9 nsec,1.986  A,692.5 mV,165.5 mA
231.9 nsec,1.986  A,692.5 mV,165.5 mA
232.9 nsec,1.986  A,692.5 mV,165.5 mA
233.9 nsec,1.986  A,692.5 mV,165.5 mA
234.9 nsec,1.986  A,692.5 mV,165.5 mA
235.9 nsec,1.986  A,692.5 mV,165.5 mA
236.9 nsec,1.986  A,692.5 mV,165.5 mA
237.9 nsec,1.986  A,692.5 mV,165.5 mA
238.9 nsec,1.986  A,692.5 mV,165.5 mA
239.9 nsec,1.986  A,692.5 mV,165.5 mA
240.9 nsec,1.986  A,692.5 mV,165.5 mA
241.9 nsec,1.986  A,692.5 mV,165.5 mA
242.9 nsec,1.986  A,692.5 mV,165.5 mA
243.9 nsec,1.986  A,692.5 mV,165.5 mA
244.9 nsec,1.986  A,692.5 mV,165.5 mA
245.9 nsec,1.986  A,692.5 mV,165.5 mA
246.9 nsec,1.986  A,692.5 mV,165.5 mA
247.9 nsec,1.986  A,692.5 mV,165.5 mA
248.9 nsec,1.986  A,692.5 mV,165.5 mA
249.9 nsec,1.986  A,692.5 mV,165.5 mA
250.9 nsec,1.986  A,692.5 mV,165.5 mA
251.0 nsec,1.986  A,692.5 mV,165.5 mA
251.0 nsec,1.981  A,692.4 mV,165.1 mA
251.2 nsec,1.925  A,691.8 mV,160.5 mA
251.6 nsec,690.4 mA,669.4 mV,61.11 mA
252.0 nsec,-12.58 mA,629.2 mV,9.669 mA
252.1 nsec,-12.50 mA,625.2 mV,8.614 mA
252.3 nsec,-12.29 mA,614.5 mV,6.168 mA
253.0 nsec,-11.80 mA,590.1 mV,2.641 mA
254.0 nsec,-11.25 mA,562.3 mV,951.4 uA
255.0 nsec,-10.74 mA,536.8 mV,360.1 uA
256.0 nsec,-10.24 mA,511.8 mV,136.0 uA
257.0 nsec,-9.745 mA,487.2 mV,52.02 uA
258.0 nsec,-9.269 mA,463.5 mV,20.32 uA
259.0 nsec,-8.812 mA,440.6 mV,8.295 uA
260.0 nsec,-8.374 mA,418.7 mV,3.413 uA
261.0 nsec,-7.956 mA,397.8 mV,1.537 uA
262.0 nsec,-7.558 mA,377.9 mV,595.0 nA
263.0 nsec,-7.180 mA,359.0 mV,312.0 nA
264.0 nsec,-6.821 mA,341.0 mV,42.28 nA
265.0 nsec,-6.480 mA,324.0 mV,54.05 nA
266.0 nsec,-6.156 mA,307.8 mV,-78.84 nA
267.0 nsec,-5.849 mA,292.5 mV,-3.459 nA
268.0 nsec,-5.558 mA,277.9 mV,-103.1 nA
269.0 nsec,-5.283 mA,264.1 mV,-13.01 nA
270.0 nsec,-5.021 mA,251.1 mV,-102.9 nA
271.0 nsec,-4.774 mA,238.7 mV,-10.08 nA
272.0 nsec,-4.539 mA,227.0 mV,-96.24 nA
273.0 nsec,-4.317 mA,215.9 mV,-4.120 nA
274.0 nsec,-4.107 mA,205.3 mV,-88.13 nA
275.0 nsec,-3.908 mA,195.4 mV,2.145 nA
276.0 nsec,-3.719 mA,186.0 mV,-80.11 nA
277.0 nsec,-3.541 mA,177.0 mV,7.882 nA
278.0 nsec,-3.372 mA,168.6 mV,-72.63 nA
279.0 nsec,-3.212 mA,160.6 mV,12.87 nA
