"time
References : ['Idut.i','Vdut','I1.i']
Dependency : [time]
Num. Points : [530]
Matrix Size : scalar
Type : Real","Idut.i
References : []
Dependency : [time]
Num. Points : [530]
Matrix Size : scalar
Type : Real","Vdut
References : []
Dependency : [time]
Num. Points : [530]
Matrix Size : scalar
Type : Real","I1.i
References : []
Dependency : [time]
Num. Points : [530]
Matrix Size : scalar
Type : Real"
146.7 nsec,2.986  A,703.1 mV,248.8 mA
147.7 nsec,2.986  A,703.1 mV,248.8 mA
148.7 nsec,2.986  A,703.1 mV,248.8 mA
149.7 nsec,2.986  A,703.1 mV,248.8 mA
150.7 nsec,2.986  A,703.1 mV,248.8 mA
151.7 nsec,2.986  A,703.1 mV,248.8 mA
152.7 nsec,2.986  A,703.1 mV,248.8 mA
153.7 nsec,2.986  A,703.1 mV,248.8 mA
154.7 nsec,2.986  A,703.1 mV,248.8 mA
155.7 nsec,2.986  A,703.1 mV,248.8 mA
156.7 nsec,2.986  A,703.1 mV,248.8 mA
157.7 nsec,2.986  A,703.1 mV,248.8 mA
158.7 nsec,2.986  A,703.1 mV,248.8 mA
159.7 nsec,2.986  A,703.1 mV,248.8 mA
160.7 nsec,2.986  A,703.1 mV,248.8 mA
161.7 nsec,2.986  A,703.1 mV,248.8 mA
162.7 nsec,2.986  A,703.1 mV,248.8 mA
163.7 nsec,2.986  A,703.1 mV,248.8 mA
164.7 nsec,2.986  A,703.1 mV,248.8 mA
165.7 nsec,2.986  A,703.1 mV,248.8 mA
166.7 nsec,2.986  A,703.1 mV,248.8 mA
167.7 nsec,2.986  A,703.1 mV,248.8 mA
168.7 nsec,2.986  A,703.1 mV,248.8 mA
169.7 nsec,2.986  A,703.1 mV,248.8 mA
170.7 nsec,2.986  A,703.1 mV,248.8 mA
171.7 nsec,2.986  A,703.1 mV,248.8 mA
172.7 nsec,2.986  A,703.1 mV,248.8 mA
173.7 nsec,2.986  A,703.1 mV,248.8 mA
174.7 nsec,2.986  A,703.1 mV,248.8 mA
175.7 nsec,2.986  A,703.1 mV,248.8 mA
176.7 nsec,2.986  A,703.1 mV,248.8 mA
177.7 nsec,2.986  A,703.1 mV,248.8 mA
178.7 nsec,2.986  A,703.1 mV,248.8 mA
179.7 nsec,2.986  A,703.1 mV,248.8 mA
180.7 nsec,2.986  A,703.1 mV,248.8 mA
181.7 nsec,2.986  A,703.1 mV,248.8 mA
182.7 nsec,2.986  A,703.1 mV,248.8 mA
183.7 nsec,2.986  A,703.1 mV,248.8 mA
184.7 nsec,2.986  A,703.1 mV,248.8 mA
185.7 nsec,2.986  A,703.1 mV,248.8 mA
186.7 nsec,2.986  A,703.1 mV,248.8 mA
187.7 nsec,2.986  A,703.1 mV,248.8 mA
188.7 nsec,2.986  A,703.1 mV,248.8 mA
189.7 nsec,2.986  A,703.1 mV,248.8 mA
190.7 nsec,2.986  A,703.1 mV,248.8 mA
191.7 nsec,2.986  A,703.1 mV,248.8 mA
192.7 nsec,2.986  A,703.1 mV,248.8 mA
193.7 nsec,2.986  A,703.1 mV,248.8 mA
194.7 nsec,2.986  A,703.1 mV,248.8 mA
195.7 nsec,2.986  A,703.1 mV,248.8 mA
196.7 nsec,2.986  A,703.1 mV,248.8 mA
197.7 nsec,2.986  A,703.1 mV,248.8 mA
198.7 nsec,2.986  A,703.1 mV,248.8 mA
199.7 nsec,2.986  A,703.1 mV,248.8 mA
200.7 nsec,2.986  A,703.1 mV,248.8 mA
201.7 nsec,2.986  A,703.1 mV,248.8 mA
202.7 nsec,2.986  A,703.1 mV,248.8 mA
203.7 nsec,2.986  A,703.1 mV,248.8 mA
204.7 nsec,2.986  A,703.1 mV,248.8 mA
205.7 nsec,2.986  A,703.1 mV,248.8 mA
206.7 nsec,2.986  A,703.1 mV,248.8 mA
207.7 nsec,2.986  A,703.1 mV,248.8 mA
208.7 nsec,2.986  A,703.1 mV,248.8 mA
209.7 nsec,2.986  A,703.1 mV,248.8 mA
210.7 nsec,2.986  A,703.1 mV,248.8 mA
211.7 nsec,2.986  A,703.1 mV,248.8 mA
212.7 nsec,2.986  A,703.1 mV,248.8 mA
213.7 nsec,2.986  A,703.1 mV,248.8 mA
214.7 nsec,2.986  A,703.1 mV,248.8 mA
215.7 nsec,2.986  A,703.1 mV,248.8 mA
216.7 nsec,2.986  A,703.1 mV,248.8 mA
217.7 nsec,2.986  A,703.1 mV,248.8 mA
218.7 nsec,2.986  A,703.1 mV,248.8 mA
219.7 nsec,2.986  A,703.1 mV,248.8 mA
220.7 nsec,2.986  A,703.1 mV,248.8 mA
221.7 nsec,2.986  A,703.1 mV,248.8 mA
222.7 nsec,2.986  A,703.1 mV,248.8 mA
223.7 nsec,2.986  A,703.1 mV,248.8 mA
224.7 nsec,2.986  A,703.1 mV,248.8 mA
225.7 nsec,2.986  A,703.1 mV,248.8 mA
226.7 nsec,2.986  A,703.1 mV,248.8 mA
227.7 nsec,2.986  A,703.1 mV,248.8 mA
228.7 nsec,2.986  A,703.1 mV,248.8 mA
229.7 nsec,2.986  A,703.1 mV,248.8 mA
230.7 nsec,2.986  A,703.1 mV,248.8 mA
231.7 nsec,2.986  A,703.1 mV,248.8 mA
232.7 nsec,2.986  A,703.1 mV,248.8 mA
233.7 nsec,2.986  A,703.1 mV,248.8 mA
234.7 nsec,2.986  A,703.1 mV,248.8 mA
235.7 nsec,2.986  A,703.1 mV,248.8 mA
236.7 nsec,2.986  A,703.1 mV,248.8 mA
237.7 nsec,2.986  A,703.1 mV,248.8 mA
238.7 nsec,2.986  A,703.1 mV,248.8 mA
239.7 nsec,2.986  A,703.1 mV,248.8 mA
240.7 nsec,2.986  A,703.1 mV,248.8 mA
241.7 nsec,2.986  A,703.1 mV,248.8 mA
242.7 nsec,2.986  A,703.1 mV,248.8 mA
243.7 nsec,2.986  A,703.1 mV,248.8 mA
244.7 nsec,2.986  A,703.1 mV,248.8 mA
245.7 nsec,2.986  A,703.1 mV,248.8 mA
246.7 nsec,2.986  A,703.1 mV,248.8 mA
247.7 nsec,2.986  A,703.1 mV,248.8 mA
248.7 nsec,2.986  A,703.1 mV,248.8 mA
249.7 nsec,2.986  A,703.1 mV,248.8 mA
250.7 nsec,2.986  A,703.1 mV,248.8 mA
251.0 nsec,2.986  A,703.1 mV,248.8 mA
251.1 nsec,2.977  A,703.0 mV,248.0 mA
251.2 nsec,2.858  A,702.1 mV,238.2 mA
251.7 nsec,576.6 mA,668.1 mV,54.65 mA
252.0 nsec,-12.64 mA,631.8 mV,10.86 mA
252.1 nsec,-12.56 mA,628.1 mV,9.737 mA
252.3 nsec,-12.37 mA,618.6 mV,7.222 mA
252.9 nsec,-11.94 mA,597.2 mV,3.456 mA
253.9 nsec,-11.37 mA,568.5 mV,1.207 mA
254.9 nsec,-10.86 mA,542.9 mV,455.4 uA
255.9 nsec,-10.35 mA,517.7 mV,171.8 uA
256.9 nsec,-9.860 mA,493.0 mV,65.40 uA
257.9 nsec,-9.381 mA,469.1 mV,25.42 uA
258.9 nsec,-8.919 mA,446.0 mV,10.26 uA
259.9 nsec,-8.476 mA,423.8 mV,4.226 uA
260.9 nsec,-8.054 mA,402.7 mV,1.862 uA
261.9 nsec,-7.651 mA,382.6 mV,756.6 nA
262.9 nsec,-7.269 mA,363.4 mV,368.8 nA
263.9 nsec,-6.905 mA,345.2 mV,87.37 nA
264.9 nsec,-6.560 mA,328.0 mV,58.23 nA
265.9 nsec,-6.232 mA,311.6 mV,-58.86 nA
266.9 nsec,-5.921 mA,296.1 mV,-11.34 nA
267.9 nsec,-5.627 mA,281.3 mV,-89.64 nA
268.9 nsec,-5.347 mA,267.4 mV,-23.95 nA
269.9 nsec,-5.083 mA,254.1 mV,-91.47 nA
270.9 nsec,-4.832 mA,241.6 mV,-21.72 nA
271.9 nsec,-4.595 mA,229.7 mV,-85.59 nA
272.9 nsec,-4.369 mA,218.5 mV,-15.74 nA
273.9 nsec,-4.156 mA,207.8 mV,-77.92 nA
274.9 nsec,-3.955 mA,197.7 mV,-9.206 nA
275.9 nsec,-3.764 mA,188.2 mV,-70.23 nA
276.9 nsec,-3.583 mA,179.1 mV,-3.101 nA
277.9 nsec,-3.412 mA,170.6 mV,-63.06 nA
278.9 nsec,-3.249 mA,162.5 mV,2.299 nA
279.9 nsec,-3.096 mA,154.8 mV,-56.56 nA
280.9 nsec,-2.951 mA,147.5 mV,6.950 nA
281.9 nsec,-2.814 mA,140.7 mV,-50.70 nA
282.9 nsec,-2.684 mA,134.2 mV,10.89 nA
283.9 nsec,-2.561 mA,128.0 mV,-45.46 nA
284.9 nsec,-2.444 mA,122.2 mV,14.17 nA
285.9 nsec,-2.334 mA,116.7 mV,-40.77 nA
286.9 nsec,-2.230 mA,111.5 mV,16.88 nA
287.9 nsec,-2.131 mA,106.6 mV,-36.57 nA
288.9 nsec,-2.038 mA,101.9 mV,19.06 nA
289.9 nsec,-1.950 mA,97.49 mV,-32.80 nA
290.9 nsec,-1.866 mA,93.31 mV,20.79 nA
291.9 nsec,-1.787 mA,89.37 mV,-29.42 nA
292.9 nsec,-1.712 mA,85.62 mV,22.12 nA
293.9 nsec,-1.642 mA,82.09 mV,-26.38 nA
294.9 nsec,-1.575 mA,78.74 mV,23.10 nA
295.9 nsec,-1.512 mA,75.58 mV,-23.66 nA
296.9 nsec,-1.451 mA,72.57 mV,23.78 nA
297.9 nsec,-1.395 mA,69.75 mV,-21.20 nA
298.9 nsec,-1.341 mA,67.06 mV,24.20 nA
299.9 nsec,-1.291 mA,64.53 mV,-18.98 nA
300.0 nsec,-1.284 mA,64.18 mV,21.20 nA
