"time
References : ['Idut.i','Vdut','I1.i']
Dependency : [time]
Num. Points : [548]
Matrix Size : scalar
Type : Real","Idut.i
References : []
Dependency : [time]
Num. Points : [548]
Matrix Size : scalar
Type : Real","Vdut
References : []
Dependency : [time]
Num. Points : [548]
Matrix Size : scalar
Type : Real","I1.i
References : []
Dependency : [time]
Num. Points : [548]
Matrix Size : scalar
Type : Real"
10.46 nsec,3.984  A,775.4 mV,1.766  A
10.47 nsec,3.985  A,774.9 mV,1.754  A
10.48 nsec,3.985  A,773.1 mV,1.711  A
10.51 nsec,3.985  A,757.1 mV,1.319  A
10.54 nsec,3.985  A,747.3 mV,1.130  A
10.54 nsec,3.985  A,747.0 mV,1.123  A
10.55 nsec,3.985  A,746.1 mV,1.108  A
10.55 nsec,3.985  A,745.9 mV,1.105  A
10.55 nsec,3.985  A,745.4 mV,1.096  A
10.55 nsec,3.985  A,745.3 mV,1.094  A
10.56 nsec,3.985  A,745.0 mV,1.086  A
10.56 nsec,3.985  A,743.7 mV,1.054  A
10.56 nsec,3.985  A,743.5 mV,1.049  A
10.56 nsec,3.985  A,742.9 mV,1.032  A
10.57 nsec,3.985  A,741.4 mV,995.7 mA
10.57 nsec,3.985  A,741.2 mV,992.3 mA
10.57 nsec,3.985  A,740.8 mV,983.8 mA
10.58 nsec,3.985  A,740.0 mV,971.0 mA
10.61 nsec,3.985  A,739.3 mV,967.8 mA
10.64 nsec,3.985  A,739.2 mV,970.1 mA
10.70 nsec,3.985  A,739.3 mV,971.2 mA
10.78 nsec,3.985  A,739.3 mV,973.4 mA
10.91 nsec,3.985  A,739.4 mV,975.5 mA
11.07 nsec,3.985  A,739.5 mV,977.7 mA
11.30 nsec,3.985  A,739.6 mV,979.8 mA
11.59 nsec,3.985  A,739.7 mV,982.2 mA
12.02 nsec,3.985  A,739.8 mV,985.0 mA
12.73 nsec,3.985  A,739.9 mV,988.6 mA
13.09 nsec,3.985  A,740.0 mV,989.8 mA
13.45 nsec,3.985  A,740.0 mV,990.4 mA
13.78 nsec,3.985  A,740.0 mV,989.9 mA
14.13 nsec,3.985  A,739.9 mV,988.2 mA
14.54 nsec,3.985  A,739.8 mV,985.4 mA
15.13 nsec,3.985  A,739.7 mV,981.5 mA
16.13 nsec,3.985  A,739.5 mV,978.0 mA
17.13 nsec,3.985  A,739.5 mV,977.0 mA
18.13 nsec,3.985  A,739.5 mV,976.8 mA
19.13 nsec,3.985  A,739.5 mV,976.7 mA
20.13 nsec,3.985  A,739.5 mV,976.7 mA
21.13 nsec,3.985  A,739.5 mV,976.5 mA
21.89 nsec,3.985  A,739.4 mV,975.0 mA
22.55 nsec,3.985  A,739.0 mV,963.0 mA
22.58 nsec,3.985  A,738.9 mV,961.1 mA
22.64 nsec,3.985  A,738.7 mV,956.7 mA
22.82 nsec,3.985  A,737.0 mV,905.7 mA
22.83 nsec,3.985  A,736.8 mV,900.1 mA
22.85 nsec,3.985  A,736.1 mV,878.6 mA
22.92 nsec,3.985  A,732.7 mV,773.7 mA
22.98 nsec,3.985  A,730.4 mV,710.2 mA
22.98 nsec,3.985  A,730.3 mV,706.9 mA
23.00 nsec,3.985  A,729.9 mV,698.2 mA
23.00 nsec,3.985  A,729.9 mV,696.5 mA
23.01 nsec,3.985  A,729.7 mV,691.1 mA
23.03 nsec,3.985  A,729.1 mV,675.8 mA
23.03 nsec,3.985  A,729.0 mV,674.0 mA
23.04 nsec,3.985  A,728.8 mV,669.5 mA
23.07 nsec,3.985  A,728.5 mV,661.6 mA
23.13 nsec,3.985  A,728.3 mV,656.8 mA
23.21 nsec,3.985  A,728.2 mV,656.3 mA
23.35 nsec,3.985  A,728.3 mV,656.6 mA
23.52 nsec,3.985  A,728.3 mV,657.3 mA
23.77 nsec,3.985  A,728.3 mV,658.2 mA
24.09 nsec,3.985  A,728.3 mV,659.1 mA
24.58 nsec,3.985  A,728.4 mV,660.2 mA
25.37 nsec,3.985  A,728.4 mV,661.6 mA
25.78 nsec,3.985  A,728.5 mV,661.9 mA
26.20 nsec,3.985  A,728.4 mV,661.5 mA
26.59 nsec,3.985  A,728.4 mV,660.4 mA
27.02 nsec,3.985  A,728.3 mV,658.6 mA
27.61 nsec,3.985  A,728.2 mV,656.2 mA
28.61 nsec,3.985  A,728.1 mV,653.9 mA
29.61 nsec,3.985  A,728.1 mV,653.2 mA
30.61 nsec,3.985  A,728.1 mV,653.0 mA
31.61 nsec,3.985  A,728.1 mV,652.9 mA
32.61 nsec,3.985  A,728.1 mV,652.9 mA
33.61 nsec,3.985  A,728.1 mV,652.9 mA
34.61 nsec,3.985  A,728.1 mV,652.8 mA
35.40 nsec,3.985  A,728.1 mV,652.1 mA
36.09 nsec,3.985  A,727.9 mV,648.5 mA
36.13 nsec,3.985  A,727.9 mV,648.1 mA
36.20 nsec,3.985  A,727.9 mV,647.0 mA
36.42 nsec,3.985  A,727.6 mV,640.8 mA
36.63 nsec,3.985  A,726.6 mV,616.3 mA
36.64 nsec,3.985  A,726.5 mV,612.9 mA
36.67 nsec,3.985  A,726.1 mV,603.3 mA
36.76 nsec,3.986  A,724.2 mV,558.4 mA
36.84 nsec,3.986  A,722.5 mV,524.5 mA
36.84 nsec,3.986  A,722.4 mV,522.6 mA
36.86 nsec,3.986  A,722.2 mV,518.4 mA
36.91 nsec,3.986  A,721.8 mV,509.9 mA
36.91 nsec,3.986  A,721.7 mV,509.3 mA
36.93 nsec,3.986  A,721.6 mV,507.4 mA
36.97 nsec,3.986  A,721.3 mV,501.9 mA
36.98 nsec,3.986  A,721.3 mV,501.3 mA
36.99 nsec,3.986  A,721.2 mV,499.7 mA
37.04 nsec,3.986  A,721.1 mV,496.5 mA
37.14 nsec,3.986  A,720.9 mV,494.3 mA
37.31 nsec,3.986  A,720.9 mV,493.9 mA
37.52 nsec,3.986  A,720.9 mV,494.1 mA
37.81 nsec,3.986  A,720.9 mV,494.5 mA
38.21 nsec,3.986  A,721.0 mV,495.1 mA
38.85 nsec,3.986  A,721.0 mV,495.9 mA
39.39 nsec,3.986  A,721.0 mV,496.4 mA
39.76 nsec,3.986  A,721.0 mV,496.5 mA
40.13 nsec,3.986  A,721.0 mV,496.3 mA
40.50 nsec,3.986  A,721.0 mV,495.7 mA
40.92 nsec,3.986  A,720.9 mV,494.6 mA
41.49 nsec,3.986  A,720.8 mV,493.0 mA
42.49 nsec,3.986  A,720.8 mV,491.2 mA
43.49 nsec,3.986  A,720.7 mV,490.7 mA
44.49 nsec,3.986  A,720.7 mV,490.5 mA
45.49 nsec,3.986  A,720.7 mV,490.4 mA
46.49 nsec,3.986  A,720.7 mV,490.4 mA
47.49 nsec,3.986  A,720.7 mV,490.4 mA
48.49 nsec,3.986  A,720.7 mV,490.4 mA
49.49 nsec,3.986  A,720.7 mV,490.3 mA
50.30 nsec,3.986  A,720.7 mV,489.8 mA
51.03 nsec,3.986  A,720.6 mV,487.7 mA
51.07 nsec,3.986  A,720.6 mV,487.4 mA
51.15 nsec,3.986  A,720.5 mV,486.8 mA
51.40 nsec,3.986  A,720.3 mV,483.4 mA
51.64 nsec,3.986  A,719.8 mV,472.4 mA
51.66 nsec,3.986  A,719.7 mV,471.0 mA
51.69 nsec,3.986  A,719.5 mV,466.8 mA
51.81 nsec,3.986  A,718.3 mV,444.7 mA
51.91 nsec,3.986  A,716.8 mV,420.3 mA
51.92 nsec,3.986  A,716.7 mV,418.8 mA
51.94 nsec,3.986  A,716.5 mV,415.2 mA
52.00 nsec,3.986  A,716.0 mV,408.3 mA
52.10 nsec,3.986  A,715.7 mV,403.9 mA
52.11 nsec,3.986  A,715.7 mV,403.7 mA
52.13 nsec,3.986  A,715.6 mV,403.0 mA
52.20 nsec,3.986  A,715.5 mV,400.4 mA
52.21 nsec,3.986  A,715.5 mV,400.1 mA
52.24 nsec,3.986  A,715.4 mV,399.2 mA
52.32 nsec,3.986  A,715.3 mV,397.4 mA
52.51 nsec,3.986  A,715.2 mV,396.0 mA
52.78 nsec,3.986  A,715.2 mV,395.9 mA
53.13 nsec,3.986  A,715.2 mV,396.1 mA
53.61 nsec,3.986  A,715.2 mV,396.5 mA
54.38 nsec,3.986  A,715.2 mV,397.1 mA
55.14 nsec,3.986  A,715.3 mV,397.3 mA
55.69 nsec,3.986  A,715.2 mV,396.7 mA
56.25 nsec,3.986  A,715.1 mV,395.6 mA
56.91 nsec,3.986  A,715.1 mV,394.4 mA
57.91 nsec,3.986  A,715.0 mV,393.3 mA
58.91 nsec,3.986  A,715.0 mV,392.9 mA
59.91 nsec,3.986  A,715.0 mV,392.8 mA
60.91 nsec,3.986  A,715.0 mV,392.8 mA
61.91 nsec,3.986  A,715.0 mV,392.8 mA
62.91 nsec,3.986  A,715.0 mV,392.8 mA
63.91 nsec,3.986  A,715.0 mV,392.8 mA
64.91 nsec,3.986  A,715.0 mV,392.7 mA
65.91 nsec,3.986  A,714.9 mV,392.6 mA
65.97 nsec,3.986  A,714.9 mV,392.6 mA
66.11 nsec,3.986  A,714.9 mV,392.5 mA
66.50 nsec,3.986  A,714.9 mV,392.3 mA
66.53 nsec,3.986  A,714.9 mV,392.3 mA
66.56 nsec,3.986  A,714.9 mV,392.2 mA
66.57 nsec,3.986  A,714.9 mV,392.2 mA
66.59 nsec,3.986  A,714.9 mV,392.2 mA
66.66 nsec,3.986  A,714.9 mV,392.1 mA
66.66 nsec,3.986  A,714.9 mV,392.1 mA
66.67 nsec,3.986  A,714.9 mV,392.1 mA
66.68 nsec,3.986  A,714.9 mV,392.0 mA
66.68 nsec,3.986  A,714.9 mV,391.4 mA
66.68 nsec,3.986  A,714.9 mV,391.4 mA
66.69 nsec,3.986  A,714.9 mV,391.2 mA
66.69 nsec,3.986  A,714.9 mV,391.0 mA
66.70 nsec,3.986  A,714.9 mV,391.0 mA
66.72 nsec,3.986  A,714.8 mV,390.9 mA
66.75 nsec,3.986  A,714.8 mV,390.8 mA
66.81 nsec,3.986  A,714.8 mV,390.5 mA
66.92 nsec,3.986  A,714.8 mV,389.8 mA
67.20 nsec,3.986  A,714.5 mV,385.1 mA
67.23 nsec,3.986  A,714.4 mV,384.0 mA
67.32 nsec,3.986  A,714.1 mV,378.8 mA
67.34 nsec,3.986  A,713.9 mV,377.2 mA
67.39 nsec,3.986  A,713.5 mV,370.6 mA
67.40 nsec,3.986  A,713.4 mV,368.8 mA
67.43 nsec,3.986  A,713.0 mV,362.3 mA
67.52 nsec,3.986  A,711.0 mV,335.1 mA
67.53 nsec,3.986  A,710.8 mV,332.3 mA
67.57 nsec,3.986  A,710.5 mV,329.8 mA
67.58 nsec,3.986  A,710.5 mV,329.9 mA
67.60 nsec,3.986  A,710.5 mV,330.5 mA
67.67 nsec,3.986  A,710.6 mV,331.9 mA
67.85 nsec,3.986  A,710.6 mV,332.0 mA
68.06 nsec,3.986  A,710.6 mV,332.0 mA
68.46 nsec,3.986  A,710.6 mV,332.1 mA
69.34 nsec,3.986  A,710.6 mV,332.1 mA
70.34 nsec,3.986  A,710.6 mV,332.1 mA
71.34 nsec,3.986  A,710.6 mV,332.1 mA
72.34 nsec,3.986  A,710.6 mV,332.1 mA
73.34 nsec,3.986  A,710.6 mV,332.1 mA
74.34 nsec,3.986  A,710.6 mV,332.1 mA
75.34 nsec,3.986  A,710.6 mV,332.1 mA
76.34 nsec,3.986  A,710.6 mV,332.1 mA
77.34 nsec,3.986  A,710.6 mV,332.1 mA
78.34 nsec,3.986  A,710.6 mV,332.1 mA
79.34 nsec,3.986  A,710.6 mV,332.1 mA
80.34 nsec,3.986  A,710.6 mV,332.1 mA
81.34 nsec,3.986  A,710.6 mV,332.1 mA
82.34 nsec,3.986  A,710.6 mV,332.1 mA
83.34 nsec,3.986  A,710.6 mV,332.1 mA
84.34 nsec,3.986  A,710.6 mV,332.1 mA
85.34 nsec,3.986  A,710.6 mV,332.1 mA
86.34 nsec,3.986  A,710.6 mV,332.1 mA
87.34 nsec,3.986  A,710.6 mV,332.1 mA
88.34 nsec,3.986  A,710.6 mV,332.1 mA
89.34 nsec,3.986  A,710.6 mV,332.1 mA
90.34 nsec,3.986  A,710.6 mV,332.1 mA
91.34 nsec,3.986  A,710.6 mV,332.1 mA
92.34 nsec,3.986  A,710.6 mV,332.1 mA
93.34 nsec,3.986  A,710.6 mV,332.1 mA
94.34 nsec,3.986  A,710.6 mV,332.1 mA
95.34 nsec,3.986  A,710.6 mV,332.1 mA
96.34 nsec,3.986  A,710.6 mV,332.1 mA
97.34 nsec,3.986  A,710.6 mV,332.1 mA
98.34 nsec,3.986  A,710.6 mV,332.1 mA
99.34 nsec,3.986  A,710.6 mV,332.1 mA
100.3 nsec,3.986  A,710.6 mV,332.1 mA
101.3 nsec,3.986  A,710.6 mV,332.1 mA
102.3 nsec,3.986  A,710.6 mV,332.1 mA
103.3 nsec,3.986  A,710.6 mV,332.1 mA
104.3 nsec,3.986  A,710.6 mV,332.1 mA
105.3 nsec,3.986  A,710.6 mV,332.1 mA
106.3 nsec,3.986  A,710.6 mV,332.1 mA
107.3 nsec,3.986  A,710.6 mV,332.1 mA
108.3 nsec,3.986  A,710.6 mV,332.1 mA
109.3 nsec,3.986  A,710.6 mV,332.1 mA
110.3 nsec,3.986  A,710.6 mV,332.1 mA
111.3 nsec,3.986  A,710.6 mV,332.1 mA
112.3 nsec,3.986  A,710.6 mV,332.1 mA
113.3 nsec,3.986  A,710.6 mV,332.1 mA
114.3 nsec,3.986  A,710.6 mV,332.1 mA
115.3 nsec,3.986  A,710.6 mV,332.1 mA
116.3 nsec,3.986  A,710.6 mV,332.1 mA
117.3 nsec,3.986  A,710.6 mV,332.1 mA
118.3 nsec,3.986  A,710.6 mV,332.1 mA
119.3 nsec,3.986  A,710.6 mV,332.1 mA
120.3 nsec,3.986  A,710.6 mV,332.1 mA
121.3 nsec,3.986  A,710.6 mV,332.1 mA
122.3 nsec,3.986  A,710.6 mV,332.1 mA
123.3 nsec,3.986  A,710.6 mV,332.1 mA
124.3 nsec,3.986  A,710.6 mV,332.1 mA
125.3 nsec,3.986  A,710.6 mV,332.1 mA
126.3 nsec,3.986  A,710.6 mV,332.1 mA
127.3 nsec,3.986  A,710.6 mV,332.1 mA
128.3 nsec,3.986  A,710.6 mV,332.1 mA
129.3 nsec,3.986  A,710.6 mV,332.1 mA
130.3 nsec,3.986  A,710.6 mV,332.1 mA
131.3 nsec,3.986  A,710.6 mV,332.1 mA
132.3 nsec,3.986  A,710.6 mV,332.1 mA
133.3 nsec,3.986  A,710.6 mV,332.1 mA
134.3 nsec,3.986  A,710.6 mV,332.1 mA
135.3 nsec,3.986  A,710.6 mV,332.1 mA
136.3 nsec,3.986  A,710.6 mV,332.1 mA
137.3 nsec,3.986  A,710.6 mV,332.1 mA
138.3 nsec,3.986  A,710.6 mV,332.1 mA
139.3 nsec,3.986  A,710.6 mV,332.1 mA
140.3 nsec,3.986  A,710.6 mV,332.1 mA
141.3 nsec,3.986  A,710.6 mV,332.1 mA
142.3 nsec,3.986  A,710.6 mV,332.1 mA
143.3 nsec,3.986  A,710.6 mV,332.1 mA
144.3 nsec,3.986  A,710.6 mV,332.1 mA
145.3 nsec,3.986  A,710.6 mV,332.1 mA
146.3 nsec,3.986  A,710.6 mV,332.1 mA
147.3 nsec,3.986  A,710.6 mV,332.1 mA
148.3 nsec,3.986  A,710.6 mV,332.1 mA
149.3 nsec,3.986  A,710.6 mV,332.1 mA
150.3 nsec,3.986  A,710.6 mV,332.1 mA
151.3 nsec,3.986  A,710.6 mV,332.1 mA
152.3 nsec,3.986  A,710.6 mV,332.1 mA
153.3 nsec,3.986  A,710.6 mV,332.1 mA
154.3 nsec,3.986  A,710.6 mV,332.1 mA
155.3 nsec,3.986  A,710.6 mV,332.1 mA
156.3 nsec,3.986  A,710.6 mV,332.1 mA
157.3 nsec,3.986  A,710.6 mV,332.1 mA
158.3 nsec,3.986  A,710.6 mV,332.1 mA
159.3 nsec,3.986  A,710.6 mV,332.1 mA
160.3 nsec,3.986  A,710.6 mV,332.1 mA
161.3 nsec,3.986  A,710.6 mV,332.1 mA
162.3 nsec,3.986  A,710.6 mV,332.1 mA
163.3 nsec,3.986  A,710.6 mV,332.1 mA
164.3 nsec,3.986  A,710.6 mV,332.1 mA
165.3 nsec,3.986  A,710.6 mV,332.1 mA
166.3 nsec,3.986  A,710.6 mV,332.1 mA
167.3 nsec,3.986  A,710.6 mV,332.1 mA
168.3 nsec,3.986  A,710.6 mV,332.1 mA
169.3 nsec,3.986  A,710.6 mV,332.1 mA
170.3 nsec,3.986  A,710.6 mV,332.1 mA
171.3 nsec,3.986  A,710.6 mV,332.1 mA
172.3 nsec,3.986  A,710.6 mV,332.1 mA
173.3 nsec,3.986  A,710.6 mV,332.1 mA
174.3 nsec,3.986  A,710.6 mV,332.1 mA
175.3 nsec,3.986  A,710.6 mV,332.1 mA
176.3 nsec,3.986  A,710.6 mV,332.1 mA
177.3 nsec,3.986  A,710.6 mV,332.1 mA
178.3 nsec,3.986  A,710.6 mV,332.1 mA
179.3 nsec,3.986  A,710.6 mV,332.1 mA
180.3 nsec,3.986  A,710.6 mV,332.1 mA
181.3 nsec,3.986  A,710.6 mV,332.1 mA
182.3 nsec,3.986  A,710.6 mV,332.1 mA
183.3 nsec,3.986  A,710.6 mV,332.1 mA
184.3 nsec,3.986  A,710.6 mV,332.1 mA
185.3 nsec,3.986  A,710.6 mV,332.1 mA
186.3 nsec,3.986  A,710.6 mV,332.1 mA
187.3 nsec,3.986  A,710.6 mV,332.1 mA
188.3 nsec,3.986  A,710.6 mV,332.1 mA
189.3 nsec,3.986  A,710.6 mV,332.1 mA
190.3 nsec,3.986  A,710.6 mV,332.1 mA
191.3 nsec,3.986  A,710.6 mV,332.1 mA
192.3 nsec,3.986  A,710.6 mV,332.1 mA
193.3 nsec,3.986  A,710.6 mV,332.1 mA
194.3 nsec,3.986  A,710.6 mV,332.1 mA
195.3 nsec,3.986  A,710.6 mV,332.1 mA
196.3 nsec,3.986  A,710.6 mV,332.1 mA
197.3 nsec,3.986  A,710.6 mV,332.1 mA
198.3 nsec,3.986  A,710.6 mV,332.1 mA
199.3 nsec,3.986  A,710.6 mV,332.1 mA
200.3 nsec,3.986  A,710.6 mV,332.1 mA
201.3 nsec,3.986  A,710.6 mV,332.1 mA
202.3 nsec,3.986  A,710.6 mV,332.1 mA
203.3 nsec,3.986  A,710.6 mV,332.1 mA
204.3 nsec,3.986  A,710.6 mV,332.1 mA
205.3 nsec,3.986  A,710.6 mV,332.1 mA
206.3 nsec,3.986  A,710.6 mV,332.1 mA
207.3 nsec,3.986  A,710.6 mV,332.1 mA
208.3 nsec,3.986  A,710.6 mV,332.1 mA
209.3 nsec,3.986  A,710.6 mV,332.1 mA
210.3 nsec,3.986  A,710.6 mV,332.1 mA
211.3 nsec,3.986  A,710.6 mV,332.1 mA
212.3 nsec,3.986  A,710.6 mV,332.1 mA
213.3 nsec,3.986  A,710.6 mV,332.1 mA
214.3 nsec,3.986  A,710.6 mV,332.1 mA
215.3 nsec,3.986  A,710.6 mV,332.1 mA
216.3 nsec,3.986  A,710.6 mV,332.1 mA
217.3 nsec,3.986  A,710.6 mV,332.1 mA
218.3 nsec,3.986  A,710.6 mV,332.1 mA
219.3 nsec,3.986  A,710.6 mV,332.1 mA
220.3 nsec,3.986  A,710.6 mV,332.1 mA
221.3 nsec,3.986  A,710.6 mV,332.1 mA
222.3 nsec,3.986  A,710.6 mV,332.1 mA
223.3 nsec,3.986  A,710.6 mV,332.1 mA
224.3 nsec,3.986  A,710.6 mV,332.1 mA
225.3 nsec,3.986  A,710.6 mV,332.1 mA
226.3 nsec,3.986  A,710.6 mV,332.1 mA
227.3 nsec,3.986  A,710.6 mV,332.1 mA
228.3 nsec,3.986  A,710.6 mV,332.1 mA
229.3 nsec,3.986  A,710.6 mV,332.1 mA
230.3 nsec,3.986  A,710.6 mV,332.1 mA
231.3 nsec,3.986  A,710.6 mV,332.1 mA
232.3 nsec,3.986  A,710.6 mV,332.1 mA
233.3 nsec,3.986  A,710.6 mV,332.1 mA
234.3 nsec,3.986  A,710.6 mV,332.1 mA
235.3 nsec,3.986  A,710.6 mV,332.1 mA
236.3 nsec,3.986  A,710.6 mV,332.1 mA
237.3 nsec,3.986  A,710.6 mV,332.1 mA
238.3 nsec,3.986  A,710.6 mV,332.1 mA
239.3 nsec,3.986  A,710.6 mV,332.1 mA
240.3 nsec,3.986  A,710.6 mV,332.1 mA
241.3 nsec,3.986  A,710.6 mV,332.1 mA
242.3 nsec,3.986  A,710.6 mV,332.1 mA
243.3 nsec,3.986  A,710.6 mV,332.1 mA
244.3 nsec,3.986  A,710.6 mV,332.1 mA
245.3 nsec,3.986  A,710.6 mV,332.1 mA
246.3 nsec,3.986  A,710.6 mV,332.1 mA
247.3 nsec,3.986  A,710.6 mV,332.1 mA
248.3 nsec,3.986  A,710.6 mV,332.1 mA
249.3 nsec,3.986  A,710.6 mV,332.1 mA
250.3 nsec,3.986  A,710.6 mV,332.1 mA
251.0 nsec,3.986  A,710.6 mV,332.1 mA
